Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
579,8,0.2011,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",정상적인 부부들은 그 돈 받자고 애 낳지 않는다 본인들 경제력이나 양육상황 고려해서 세계획하지 그런돈 풀면 책임도 못질것들이 애 막 싸질러서 돈 받아먹고 애 학대하고 방치하게 되는거다 생각들좀 하고 정책 결정해라,영아수당 지급
757,8,0.1693,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이런데 쓰이는 세금은 아깝지 않네,영아수당 지급
1734,8,0.1439,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",아 열받아경기도 초등돌봄늘리라고 엄마들그때 애학원비때문에 일시작하고 애는초부터 돌봄 사각지대내몰리고 방학돌봄이라도 초까지는해줘야방학때 애가밥이라도먹지 돌봄도 추첨에초까지만이니애들혼자다니고 엄마들 그냥 일그만두는데 지금 저게문제니 정신좀,영아수당 지급
116,8,0.1389,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",고등 학원비가 장난이 아닌데 학교샘들이 제대로 교육해서 학원을 안다녀도 되게 해주는게 도와주는거같다요즘샘들은 학원에서 배워오라하고 본인들은 뭐하시는건지,영아수당 지급
777,8,0.133,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",출산율 전세계 꼴찌인 나라가 육아혜택을 늘릴생각은 안하고 쯔쯔 요즘 아기들은 국가에서 다 키운다는 개념으로 접근해야지답답하다 자녀있는 가구는 이자감면 등 생각할 수 있는것도 무자게 많구만 답답하다,영아수당 지급
296,8,0.1319,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",제발 좀 이런 보여주기식 푼돈좀 뿌리지 말아요 정말 보육에 대해 진지하게 생각 좀 하고 정책을 내주세요푼돈쥐어주고 결국 인플레이션으로 연결되는 이런 보조금 말고요 기업에서 어린이집 설립 과징금 피하려고 주는 보조금 어떻게 쓰이는지 아세요 추가비용 지불할게 없어도 국가보조금과 별개로 무조건 어린이집 원장님 포켓으로 들어갑니다 정작 부모는 그돈 만져보지도 못하구요   지금 있는 제도들만해도 정비할거 투성이에요 이모님 월급은 얼만지 아세요,영아수당 지급
1733,8,0.1256,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",조력자를 구하기 힘드니 그 조력자역활을 나라에서 제대로 해달라는건데 조력자를 구해오면 돈을 준다는게 얼마나 멍청한짓인가,영아수당 지급
1682,8,0.1222,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",제정신일까,영아수당 지급
146,8,0.1171,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",진짜 댓글 이라고는 첨 달아 본다너무 화가 나서증고등생 키우는 대가 젤 힘들다제발 좀 생각이라는걸 좀 해라,영아수당 지급
564,8,0.1169,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",솔직히 초중고는 알아서들 하자 본인들 능력에 맞게 키워야지 뱁새가황새따라가려니 가랑이 찢어지지,영아수당 지급
353,8,0.1149,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",돈이 제일 많이 들어가는 시기는 초중고,영아수당 지급
1830,8,0.1096,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",대출 이자 지원금 ㅋㅋ,영아수당 지급
603,8,0.1093,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",아동수당은 초등학교 전까지 받는거고 양육수당은 어린이집 안보내면 받는건데 이게 신생아때 딱 년만 주는 부모급여랑 뭔 상관임 저거 합쳐서 다 주고 더 줘도 한참 모자라지,영아수당 지급
206,8,0.1093,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",정책할때 좀 연구 좀 하고 시행해라  언제 돈 많이 들어가는지 알기는 하냐  필요한곳 아닌곳 좀 판단하고 돈 뿌려라 내 세금이 너무 아깝다,영아수당 지급
472,8,0.1074,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",나는 부모가 아닌가우리 애들은 외계인,영아수당 지급
583,8,0.107,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",찬성 합니다,영아수당 지급
1290,8,0.1056,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",놈팽이 처럼 놀멍쉬멍 하는 세대들이 더 좋은 시국이구나,영아수당 지급
266,8,0.1051,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",학원비좀 어떻게 해보지 우유주고 기저기값얼마한다고열씨미모아 애초등만들어가도 학원비로 다나갈텐데  ㅠ괜히 아동학대만 늘어나는건아닌지,영아수당 지급
655,8,0.1042,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",저소득 다자녀 지원 이거 말이 되냐효과빵점속득관계없이 다자녀는 지원해라,영아수당 지급
1955,8,0.0977,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",코인충 구제보다 이게 낫지,영아수당 지급
487,8,0.097,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이런건 진즉에 했어야됨,영아수당 지급
328,8,0.0942,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",정책을 만들때 지들 지원 받는걸로만 만드니 지들 임기때만 받아처먹고 없어지고 제발 이런 정책 멀리보고 만들어라  욕나오게 하지말고,영아수당 지급
1132,8,0.0919,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",휴 난 안뽑아서 다행이네,영아수당 지급
184,8,0.0917,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",보호종료아동 자립수당 좀 올리고 자립할때까지 지원책 좀 마련하세요 부모 보호아래 자라는 유아들도 중요하지만 부모 보호도 못받는  아이들이 더이상 세상을 등지는 일이 없도록 해야하지 않을까요,영아수당 지급
128,8,0.0914,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",기저귀값 분유값이 없어서 애 않낳는줄아냐 집값 사교육비 경력단절이 문제지 거 쓸때없이 돈질하지말고 제발 좀 아무것도 하지말고 가만히 월급이나 타가라,영아수당 지급
1332,8,0.0911,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",어떻게든  표와 지지율을 얻으려고 쓸데없는 짓을 하는구나,영아수당 지급
1187,8,0.0905,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",좌파 시민단체로 가는 돈은 다 막아야합니다 어린이를 내세우고 노동자를 내세우고 위안부 할머니들을 내세우는 더러운 좌파 시민단체를 꼭 막아야합니다,영아수당 지급
246,8,0.0901,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",저때보다 교육비 들어갈때가 훨씬 쪼돌리는데,영아수당 지급
219,8,0.0901,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",학원 안다녀 옷 많이 살것도 없고 모유먹으며 제일 돈안들때네,영아수당 지급
432,8,0.0901,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",베트남 혼혈 조선족이 지배하는 조선이 더 낫지않냐 독뱀주사도 나 쳐맞는 좀비들이 굳이 애를 번식해서 좀비랩을 유지하려고 죄다 탈모에  피로에 피부병에 대상포진 심장이상에 아주 난리더라 요즘  말릴때는 완전 개소리로 무시하더니만 찍소리없고 인정도 안하고 사과도 안하고 쉐딩 폭탄까지 퍼붓는 병 좀비들주사 번씩 쳐맞고 핏덩이한테 유전자변형 로 범벅시켜서 키운다는게냐 낳지말아라 감히,영아수당 지급
1536,8,0.0893,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",노인복지에 신경써라,영아수당 지급
615,8,0.0885,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",국개의원들월급삭감하면 우리나라애들 더낳을수이ㅛ는 지원충분함   나라에 도둑들만 득실,영아수당 지급
250,8,0.0885,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",미혼에 짝없는 사람들좀 복지좀 줘라 뺏어가지만 말고,영아수당 지급
2047,8,0.0885,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이게무슨 ㅋㅋㅋ 돈낭비심하네,영아수당 지급
781,8,0.0881,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",촛불이 어딨더라,영아수당 지급
552,8,0.0881,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",중증지체장애인 부모도 부모가 활동지원 할수 있게 해주면 좋겠다,영아수당 지급
1527,8,0.0869,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",기초수급자들이왜탈수급을못하는데똑같은방법을쓰니취업하겠냐,영아수당 지급
762,8,0.0869,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",인구가 경쟁력 좋은 출산장려  정책입니다,영아수당 지급
1735,8,0.0864,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",저녁시간에맡기기가 어려운거아냐 친인척도 어려워   혼합반 다모아놓고 시간때우다 오는거야  어린이집 저녁시간이나 알차게만들어줘라  하루보냈다가 아닌거같아 먼거리 할머니도움요청했다 어릴때 최대한 대리고있다가 어린이집보낼때 오후시간넘어서도 좀 챙겨라 그래야 엄마들이 일하지,영아수당 지급
151,8,0.086,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",학교가서부터 돈많이드는데 참쓸데없이 어릴때,영아수당 지급
808,8,0.0853,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",부모 모두 육아휴직 낼 수 있는 환경에 다니는 사람이 몇이나 될까,영아수당 지급
867,8,0.0853,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",에 셋째를 태워ㅋㅋㅋㅋㅋ정신나간소리지,영아수당 지급
261,8,0.0853,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",육남매네 생각나네 예전에 애 낳아서 어린이집에다 맡기고 받은 양육수당 기초수급비로 암컷수컷 유흥비로 펑펑 쓰고 주말엔 애들 굶겨서 살이 쏙 빠진거 얼집에 보내던데  낳고 돈받고 방치하고,영아수당 지급
1511,8,0.0848,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",법인세는 인하   이전비용 출퇴근  경호비용 안들어도 될 돈 들면서 생색은 진짜,영아수당 지급
1731,8,0.0848,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",나라에 돈이 넘쳐나는가 뭔 돈을 무지막지하게 풀어제끼냐 위폐라도 찍는건가아니면 무지비하게 세금강탈 하는건가,영아수당 지급
1424,8,0.0846,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이거 왜주는거에요,영아수당 지급
150,8,0.0843,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",현금말고 육아관련 용품만 구매가능하거나어린이집비 지원 이런걸 해줘야지현금으로 주면 애한테 안쓰는 부모들 나오면 어찌하나,영아수당 지급
1460,8,0.0838,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",갱장하네 조 와 전 정권때도 이런다고 욕 먹었던거 같은데 겁나 조용하네 ㅋ,영아수당 지급
51,8,0.0833,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",우리나라 공공기관 시스템 좀 제대로 만들어라,영아수당 지급
172,8,0.0829,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",국공립 시립 어린이집이나 늘리지맞벌이인데 애기 보낼곳이 없어서 베이비시터 한달에 씩 주면서 일하고있다그래서 첫째둘째는 다니던 학원도 다그만두고 막내 보육비용으로 생활비가 다씌이는데  현금줘서 악덕 부모 배불리지말고 실질적으로 애들 케어에 도움되는 지원방법을 찾아야지,영아수당 지급
77,8,0.0828,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",정작 돈은 학교 보내면서 많이 드는데돈은 애기 때 모으라는 말이 괜히 있겠는가,영아수당 지급
623,8,0.0824,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이런식으로 차차 해나가면 점점 좋아지겠지 진태가 잘하는것도 있네,영아수당 지급
1231,8,0.0813,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",앞으로도 대는 세금만 젓나 내고 놀고먹는 대는 쭉 백수로 흥청망청 쓴다,영아수당 지급
217,8,0.0808,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",어린이집 유치원 원장들만 배불리는 지원금 부모한테 직접 지급해라ㅉㅉㅉ,영아수당 지급
300,8,0.0801,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",리먼 브라더스 취업세대가 제일 꼬인 세대인듯 군인 월급 만원도 안되던 때고 공무원인기 토익스펙은 저때가 오히려 정점이었음 지방에서 이미 토익거렸던때  고성장세대도 아니고 복지세대도 아닌 진짜 끼어있는 세대,영아수당 지급
216,8,0.0794,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",태어나서 만세까지보다   그이후부터가  돈많이 들어가기 시작하는 것입니다  유치원보내고   책사주고 학원보내고   본격  돈  엄청들어야   되니  집장만은  어렵지요   왜 거꾸로 하나요,영아수당 지급
815,8,0.0789,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",자영업하는사람은요,영아수당 지급
974,8,0.0782,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",개 웃기는 법이네 실제로 돌보는지 매일같이 전수조사할거 아니면 때려 치워라,영아수당 지급
2050,8,0.078,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",정 주고 싶으면 부모한테 주자 그러면 알아서 친인척한테 주겠지,영아수당 지급
2030,8,0.0776,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",국가부채 아직  괜찮나,영아수당 지급
1425,8,0.0774,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",영유아때 돈을 주니 파렴치하게 죽이고 수당만 챙기지 영유아때는 돈 마니 안든다 학교를 가기 시작면서 돈이 들지 힘들게돈벌어 중고 뒷바라지 하는 부모들한테 줘야 애를 낳지 청년수당  그런거 주니까 일을 안하지  알바 구하는게 하늘의 별따기다 이 똥멍충이 정부것들아,영아수당 지급
1296,8,0.0747,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",베네수엘라 꼴 난다더니 퍼주는 액수는 자꾸 늘어만 가고 법인세부터 각종 세수는 줄인다하고 무슨돈으로 할건데 중산층만 쥐어 짤거니,영아수당 지급
1556,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",일도안할려는청년들한테던은왜주냐그러니더놀지먼정책이이래표심잡냐,영아수당 지급
1599,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",더위드셨나,영아수당 지급
1384,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",기초노령연금 올리지 말고 다 주어라 사실 제출서류 등으로 보았을 때 인건비 등이 더 들어간다,영아수당 지급
1889,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",그냥 아동수당을 직접 줘라출산율 높이려면 유치원에 보내던 그렇치란던 부모에게 직접 줘야 애을 낳지 유치원이나 아동기관에 천문학자금을 지원하며 뭐하니 돈 벌고 재미보는 사람은 따로 있는데,영아수당 지급
1604,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이게 뭔 정책이냐 할머니 없는집은 한푼도 못 받네,영아수당 지급
710,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",우리지역 운전대리회사 대보험넣는다고 요금인상 월일부터 한다고 문자왔더라,영아수당 지급
244,8,0.0741,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",ㅎㅎ 좀 심한거 아니냐,영아수당 지급
1691,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",역시 오직 서울만 ㅋㅋㅋ 그리고 부모는 무슨죄냐 늙어서도 육아 세상 얼마나더 사신다고 참,영아수당 지급
1639,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",너하고 윤석렬 찍은 자칭 애국 노인네들 막걸리값이나 챙겨 드려라,영아수당 지급
178,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",복지남발 그만 좀,영아수당 지급
1930,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",세금을 동의없이 쓰네 조부모는 인생없냐조부모가 키우는지 저걸 어떻게 확인함그리고 바우처로 미사용 예산은 어떻게 정산 처리됨설마 꿀꺽 하려는건 아니겠지,영아수당 지급
233,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",애기 입양해야겠네돈 쓸때가 그리없나,영아수당 지급
310,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",그만좀 퍼줘라살림 망한다,영아수당 지급
1693,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",이건또 뭔 개뼈따구 같은 소리냐,영아수당 지급
2068,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",말만 축소나 하지마라,영아수당 지급
610,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",역시 윤석열,영아수당 지급
661,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",집값을잡아 퍼주는데는한계있다 멍청하기는 와이프임신해서 조리원알아보고있는데 조리원비만은기본으로들어가는구만,영아수당 지급
1442,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",제발 사회에 쓸모도 없는 인간들 좀 주지말고 열심히 땀 흘리며 일하는 사람 좀 지원해줘라,영아수당 지급
1177,8,0.0726,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",자 이제 다 들고 일어날 시간이 되었나봅니다 아씨 추운데그래도 안나가면 더 추운겨울 보낼듯이게 머냐 나라냐 제기루,영아수당 지급
1707,8,0.072,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",다시한번 시장직걸고 찬반투표하자,영아수당 지급
599,8,0.0713,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",최저임금이나 만천으로 올려라 이게 선진국이냐,영아수당 지급
85,8,0.0713,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",혼자사시는 노인들 기초연금이나 좀 올려줘,영아수당 지급
460,8,0.0713,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",물가가 많이 올라 실제 체감으로 보면 도움이 별로안된다는데 생색 그만내시길,영아수당 지급
215,8,0.0713,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",영아때 보다 클수록 돈 더많이 드는데,영아수당 지급
258,8,0.0713,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",내 새끼 서른이다돈많이들여 키웠다 나도 좀 줘라 그래야 공평하다,영아수당 지급
457,8,0.0707,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",현실을 좀 봐라지지율 올릴생각말고,영아수당 지급
510,8,0.0707,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",애가 셋인데 다키워놓으니 준데  참나,영아수당 지급
913,8,0.07,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",병사급여 올라가고 무기개발투자비는 삭감 잘한다,영아수당 지급
108,8,0.07,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",세 돈 제일 안들어갈때,영아수당 지급
1263,8,0.07,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",지금 구인난으로 난리구만 놀고먹는놈 은 왜주냐,영아수당 지급
1350,8,0.07,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",미친사지멀쩡 젊은것들을 퍼주네ㅋ 그래 너네 대 표만 가져가라ㅎ 세대는 국가에 뜯겨 부모봉양하느라 디져나도 나몰라라ㅋ 대표 너네 다 가지고 세대표는 바라지도 말아라,영아수당 지급
313,8,0.07,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",그만좀 퍼줘라 그런다고 더 낳을거 같냐   저돈 받을라고 낳는거면 이미 답없는 세금 루팡들일텐데,영아수당 지급
1379,8,0.07,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",자립수당정작 걔들은 자립이 아니라 꽁돈이라고 유흥비로 쓰더라대는 샌드위치냐,영아수당 지급
369,8,0.0687,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",ㅋㅋㅋ 북한 공산당식이네 윤가놈 배급시작했네 적화통일이다 ㅋㅋ 부모급여 ㅋㅋ 미혼 급여는 없냐,영아수당 지급
891,8,0.0682,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",더 시급한 거는 공공임대주택을공급하여 주거안정과 출산율을 높여 국력을신장해야디ㅡㅡㅠ,영아수당 지급
494,8,0.0675,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",애들 내팽게치고 놀러다니는 개념없는 부모들도 있는데 관리를 잘 해야할듯 하네요,영아수당 지급
1858,8,0.0654,"좀, 때, 어린이집, 제발, 비, 해, 학원, 엄마, 유치원, 학교",포퓰리즘 난리치더니 ㅋㅋ 어떻게 확인 할건데 차라리 전체 아동수당을 만원씩 더주던가,영아수당 지급
